1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,2,2,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,2,1,1,1,1,1,1,1,
1,1,1,1,1,1,2,11,11,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,11,2,1,1,1,1,1,1,
1,1,1,1,1,2,11,11,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,11,2,1,1,1,1,1,
1,1,1,1,1,2,11,16,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,8,1,1,1,1,1,1,1,1,1,1,1,1,14,11,2,1,1,1,1,1,
1,1,1,1,2,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,11,11,11,8,1,1,1,1,1,1,1,1,1,1,1,1,14,15,2,1,1,1,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,3,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,16,1,1,1,14,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,6,7,8,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,10,11,12,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,
2,1,1,1,18,7,7,7,7,8,1,1,1,1,1,1,1,1,1,13,1,14,15,16,1,13,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,14,15,11,11,11,8,1,1,1,1,1,1,1,1,14,8,1,1,1,6,16,1,1,1,1,1,1,1,1,6,12,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,14,15,15,15,4,1,1,1,1,1,1,1,1,14,3,3,3,16,1,1,1,1,1,1,1,1,1,10,12,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,12,1,1,1,1,1,1,1,1,2,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,16,1,1,1,1,1,1,1,1,2,
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,12,1,1,1,1,1,1,1,1,2,1,
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,11,16,1,1,1,1,1,1,1,1,2,1,
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,16,1,1,1,1,1,1,1,1,1,2,1,
1,1,2,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,16,1,1,1,1,1,1,1,1,1,2,1,1,
1,1,2,1,1,1,1,1,1,1,1,1,1,14,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,16,1,1,1,1,1,1,1,1,1,1,2,1,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,14,8,1,1,1,1,1,1,1,1,1,1,1,1,1,6,16,1,1,1,1,1,1,1,1,1,1,2,1,1,1,
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,8,1,1,1,1,1,1,1,1,1,1,1,18,16,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,
1,1,1,1,2,7,8,1,1,1,1,1,1,1,1,1,14,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,2,1,1,1,1,
1,1,1,1,1,2,11,8,1,1,1,1,1,1,1,1,1,14,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,2,1,1,1,1,1,
1,1,1,1,1,2,11,11,8,1,1,1,1,1,1,1,1,1,1,14,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,11,2,1,1,1,1,1,
